review,rating
"Have admitted my cousin here for oral cancer last 1 week, excellent treatment Dr Vikram & Dr Girish and team ,Hats off very very professional doctors, excellent treatment, Great human beings, we got answers for all our quries, very hygiene well maintained place,",5
Radiology department is useless,4
"Brought Wife for treatment. Excellent Medical Care: Staff very Warn and Friendly, Excellent Facilities, are always asking for improvement opportunities. Highly recommended",5
Super hospital. dr Hari menon is great always happens &all doctor &staff,5
Amazing hospital such nice doctors,5
Brought my wife all the way from Kenya for treatment of Breast Cancer. Very professional Doctor's and staff with modern state of the art cancer medical screening equipment. Staff have passion for their jobs and handle patients with utmost care. Quality standards very high. We left totally satisfied and we are already arranging for treatment of our friends mother at Cytecare. Will not hesitate to recommend Cytecare Hospitals to a friend in need.We are back again for the third time for review and we are happy.,5
Cytecare needs a rating beyond 5 star. Amazing humans,5
"Our experience with Cytecare cancer Hospitals is beyond words and it is a heartful feeling. Infact our family was in a lost situation when we were already recovering from a trauma that happened to us last year and again when it comes to Mom we were unable to decide what to do next?Last december my Mom was completely bed ridden and diagonosed with stage 3 B Plasma cell Leukemia.We were told by a leading cancer treatment hospital chain to take her home as they do not have a definite prognosis for her treatment.Its a God sent message through my friend about Cytecare and Dr Hari Menon .With his treatment plan and Therapy which we are continuing for a year now, she has got the a immense control of her disease. We saw a drastic change in her health and quality of life after her hospital stay and treatment. I feel very proud that we could give her the best world class treatment in Bangalore in an affordable cost. More over she feels so good and comfortable with the entire hospital atmosphere and nursing staffs as all of them wear a smile always. More than anything, she had recieved a lot courage and good will to fight the disease. Dr Hari Menon spends lot of time with each patient and make them feel like a normal person and discuss the disease and treatment plan with patience and positive attitude towards life.For her he is the motivation factor!The Hospital takes care of the over all well being of the patient which includes Home based physiotherapy, Nursing facility,Nutritional diet plan specially meant for cancer patients,emergency vehicles and lot more services which many hospitals not even thought of. Cytecare has a very good ambience and Infrastructure and we do not feel that you are in a hospital. I take pride in walking with my mom during hospital visits when she says no to the wheel chair facility and says she can walk al1!Cytecare like Multi organ cancer speciality hospital is a boon to many common people who do not know much about the disease and its treatment potential, available today in Bangalore. They have dealt and seen enough with this scary word 'Cancer 'and all the doctors are well experienced in thier own speciality.Any time of my life, we are always Thankful to Cytecare , We got our Mom back to life !We could see her smiling yet bold face again.Thank you my friend for introducing Hari sir and Cytecare to us and helped us see the ray of hope for more healthy years to come!",5
Good hospital good staff we are from bangladesh and they have helped us in the admission prospect and doctor is also very niceWe are glad to be in this place for treatment and I.Will tell to other people to come here for their treatment,5
Nice hospital with good doctor's and well behaved staff and extremely helping customer servicesNice experienceGood plce for treatmentThank you for supporting,5
"""My Journey when CANCER sneaked into my life....????????making me aware of how Important life is. Though I always valued and respected time.... ??????It was the day I walked into this beautiful place...... CYTECARE CANCER HOSPITAL ON NEW AIRPORT ROAD BANGALORE. for a third opinion where I met this wonderful person.......Dr. Anthony Piasit was here that I was diagnosed with stage 1 Breast Cancer. I sat back and thought for a while, and like every normal human being I also cried and did things just like any other it was shocking I was shaken up and terrified. But then 1 thing hit my head it's just a dame cancer no big deal I thought for a while and said to myself.... It's God's mercy """"I caught the train on time ?? ?? ?? ??stage 1 """" when my hand is in the Hands of The Almighty God why worry?????????I knew I will walk through it swiftly for sure. As I was with the Best DoctorsBest Hospital",Best Nursing staff
